date;value;res;value_filt
2014-04-29;4523.9;-7.400000000000546;10020.264091343566
2014-04-30;16828.5;12304.6;11297.42373963236
2014-05-01;16828.5;0.0;12562.572295328348
2014-05-02;16828.5;0.0;13772.472373015502
2014-05-03;16828.5;0.0;14887.466921986914
2014-05-04;17026.8;198.29999999999927;15873.990712225632
2014-05-05;17114.3;87.5;16706.58794447748
2014-05-06;17311.1;196.79999999999927;17369.281424090535
2014-05-07;17311.1;0.0;17856.198915758017
2014-05-08;17311.1;0.0;18171.429616734815
2014-05-09;17311.1;0.0;18328.151291309714
2014-05-10;17311.1;0.0;18347.12991654775
2014-05-11;17360.4;49.30000000000291;18254.74308939411
2014-05-12;17330.3;-30.100000000002183;18080.71183736118
2014-05-13;17404.3;74.0;17855.74059079939
2014-05-14;17577.0;172.70000000000073;17609.26157561682
2014-05-15;17287.5;-289.5;17367.459246530503
2014-05-16;17312.6;25.099999999998545;17151.715598147668
2014-05-17;17312.6;0.0;16977.57236075034
2014-05-18;17312.6;0.0;16854.25591908496
2014-05-19;17125.8;-186.79999999999927;16784.760110563857
2014-05-20;17017.6;-108.20000000000073;16766.43534709463
2014-05-21;17160.7;143.10000000000218;16791.993526767343
2014-05-22;17118.6;-42.10000000000218;16850.80973364585
2014-05-23;17072.1;-46.5;16930.38540149301
2014-05-24;17072.1;0.0;17017.83390189591
2014-05-25;17072.1;0.0;17101.257768393727
2014-05-26;17079.9;7.80000000000291;17170.905401389606
2014-05-27;17080.3;0.3999999999978172;17220.021805095566
2014-05-28;17042.6;-37.70000000000073;17245.339909172133
2014-05-29;17029.2;-13.399999999997817;17247.193340514754
2014-05-30;17206.8;177.59999999999854;17229.26519775626
2014-05-31;17206.8;0.0;17198.017773381525
2014-06-01;17206.8;0.0;17161.873043459047
2014-06-02;17182.9;-23.899999999997817;17130.231456211517
2014-06-03;17112.4;-70.5;17112.426104130813
2014-06-04;17282.9;170.5;17116.710445551747
2014-06-05;17033.0;-249.90000000000146;17149.37069509647
2014-06-06;17232.6;199.59999999999854;17214.039770427313
2014-06-07;17232.6;0.0;17311.26970883814
2014-06-08;17232.6;0.0;17438.39557167107
2014-06-09;17421.9;189.3000000000029;17589.69808908578
2014-06-10;17389.2;-32.70000000000073;17756.846787459235
2014-06-11;17467.7;78.5;17929.582123664986
2014-06-12;17570.9;103.20000000000073;18096.57601882335
2014-06-13;19298.4;1727.5;18246.396553394363
2014-06-14;19298.4;0.0;18368.495383570233
2014-06-15;19298.4;0.0;18454.136040239922
2014-06-16;18317.0;-981.4000000000015;18497.18747927295
2014-06-17;18063.6;-253.40000000000146;18494.719331346347
2014-06-18;18546.5;482.90000000000146;18447.352064179886
2014-06-19;18436.1;-110.40000000000146;18359.335205208223
2014-06-20;17695.7;-740.3999999999978;18238.348185791452
2014-06-21;17695.7;0.0;18095.03954450066
2014-06-22;17695.7;0.0;17942.339574258014
2014-06-23;17628.5;-67.20000000000073;17794.597662893466
2014-06-24;17818.1;189.59999999999854;17666.6075269728
2014-06-25;17593.6;-224.5;17572.590608023947
2014-06-26;17869.7;276.1000000000022;17525.209797284962
2014-06-27;17930.9;61.20000000000073;17534.682446239112
2014-06-28;17930.9;0.0;17608.053693458212
2014-06-29;17930.9;0.0;17748.67915682009
2014-06-30;17499.4;-431.5;17955.950891852593
2014-07-01;17600.8;101.39999999999782;18225.2832623258
2014-07-02;18758.4;1157.6000000000022;18548.357187641457
2014-07-03;19216.4;458.0;18913.60336309555
2014-07-04;19447.5;231.09999999999854;19306.888729205453
2014-07-05;19447.5;0.0;19712.356852459856
2014-07-06;19447.5;0.0;20113.36297134711
2014-07-07;19447.5;0.0;20493.43901727051
2014-07-08;20300.1;852.5999999999985;20837.223381664528
2014-07-09;22018.6;1718.5;21131.29463034822
2014-07-10;21617.7;-400.8999999999978;21364.85740863467
2014-07-11;22949.2;1331.5;21530.24166087776
2014-07-12;22949.2;0.0;21623.19185288532
2014-07-13;22949.2;0.0;21642.939695225577
2014-07-14;21437.0;-1512.2000000000007;21592.070332684667
2014-07-15;20266.9;-1170.0999999999985;21476.206530853233
2014-07-16;20161.9;-105.0;21303.546714365097
2014-07-17;20163.8;1.8999999999978172;21084.29984653184
2014-07-18;20167.4;3.600000000002183;20830.062665583668
2014-07-19;20167.4;0.0;20553.182869547734
2014-07-20;20167.4;0.0;20266.14618419393
2014-07-21;19547.1;-620.3000000000029;19981.017008212148
2014-07-22;19886.4;339.3000000000029;19708.952911788867
2014-07-23;20351.9;465.5;19459.80410415572
2014-07-24;19483.3;-868.6000000000022;19241.801323075593
2014-07-25;19492.9;9.600000000002183;19061.330290875925
2014-07-26;19492.9;0.0;18922.788275104154
2014-07-27;19492.9;0.0;18828.518186715235
2014-07-28;19799.3;306.3999999999978;18778.81734834002
2014-07-29;18680.9;-1118.3999999999978;18772.020512271385
2014-07-30;18432.3;-248.60000000000218;18804.6586824387
2014-07-31;19018.2;585.9000000000015;18871.6956452985
2014-08-01;18529.3;-488.90000000000146;18966.841985947194
2014-08-02;18529.3;0.0;19082.94138707713
2014-08-03;18529.3;0.0;19212.416410199312
2014-08-04;18318.9;-210.39999999999782;19347.75159538954
2014-08-05;18097.1;-221.8000000000029;19481.981985043054
2014-08-06;19211.9;1114.800000000003;19609.146839205343
2014-08-07;19894.6;682.6999999999971;19724.663230601745
2014-08-08;20356.2;461.6000000000022;19825.57405459046
2014-08-09;20356.2;0.0;19910.630928794144
2014-08-10;20356.2;0.0;19980.18489292222
2014-08-11;21014.3;658.0999999999985;20035.876221823568
2014-08-12;21199.8;185.5;20080.137523181267
2014-08-13;21358.4;158.60000000000218;20115.54920639803
2014-08-14;21099.9;-258.5;20144.110327894137
2014-08-15;20029.4;-1070.5;20166.507386422803
2014-08-16;20029.4;0.0;20181.475639273543
2014-08-17;20029.4;0.0;20185.34930874307
2014-08-18;19772.3;-257.1000000000022;20171.887039278023
2014-08-19;19406.7;-365.59999999999854;20132.436889748595
2014-08-20;18849.9;-556.7999999999993;20056.472274494503
2014-08-21;18756.0;-93.90000000000146;19932.489402407893
2014-08-22;18521.9;-234.09999999999854;19749.212033605254
2014-08-23;18521.9;0.0;19497.005840383325
2014-08-24;18521.9;0.0;19169.36776969252
2014-08-25;18002.8;-519.1000000000022;18764.330738981997
2014-08-26;17786.8;-216.0;18285.614993197156
2014-08-27;17778.3;-8.5;17743.36717970014
2014-08-28;17921.0;142.70000000000073;17154.357283724003
2014-08-29;18959.6;1038.5999999999985;16541.550317341847
2014-08-30;18959.6;0.0;15933.03006353784
2014-08-31;18959.6;0.0;15360.320223820852
2014-09-01;18959.6;0.0;14856.216560276556
2014-09-02;17842.4;-1117.199999999997;14452.304030250996
2014-09-03;18664.5;822.0999999999985;14176.37785577042
2014-09-04;5966.4;-12698.1;14050.010749060873
2014-09-05;5860.2;-106.19999999999982;14086.506269149912
2014-09-06;5860.2;0.0;14289.449646146057
2014-09-07;5860.2;0.0;14652.014777707307
2014-09-08;19175.9;13315.7;15157.114950114616
2014-09-09;19739.6;563.6999999999971;15778.403063212596
2014-09-10;19433.1;-306.5;16482.044040417917
2014-09-11;21240.1;1807.0;17229.10712768927
2014-09-12;21297.8;57.70000000000073;17978.367260854513
2014-09-13;21297.8;0.0;18689.26875535594
2014-09-14;21297.8;0.0;19324.7944904866
2014-09-15;19514.2;-1783.5999999999985;19853.99959400901
2014-09-16;19415.0;-99.20000000000073;20254.007467876836
2014-09-17;19371.4;-43.599999999998545;20511.322499877533
2014-09-18;18930.4;-441.0;20622.381065859045
2014-09-19;19306.3;375.8999999999978;20593.33290185057
2014-09-20;19306.3;0.0;20439.111376650875
2014-09-21;19306.3;0.0;20181.907474557684
2014-09-22;18067.5;-1238.7999999999993;19849.203906895844
2014-09-23;17809.3;-258.2000000000007;19471.550160304014
2014-09-24;24299.4;6490.100000000002;19080.265894073225
2014-09-25;17841.6;-6457.800000000003;18705.250146878698
2014-09-26;17824.6;-17.0;18373.049969063417
2014-09-27;17824.6;0.0;18105.30800127727
2014-09-28;17824.6;0.0;17917.668301488346
2014-09-29;18128.5;303.90000000000146;17819.17753046052
2014-09-30;18336.2;207.70000000000073;17812.178218866728
2014-10-01;18816.3;480.09999999999854;17892.65536505145
2014-10-02;18523.1;-293.2000000000007;18050.96929966227
2014-10-03;18680.5;157.40000000000146;18272.887913196646
2014-10-04;18680.5;0.0;18540.820373075883
2014-10-05;18680.5;0.0;18835.1519529623
2014-10-06;18168.0;-512.5;19135.584521825247
2014-10-07;18797.6;629.5999999999985;19422.398130359255
2014-10-08;19111.8;314.2000000000007;19677.564307161327
2014-10-09;19453.5;341.7000000000007;19885.659426342016
2014-10-10;20375.0;921.5;20034.545239362596
2014-10-11;20375.0;0.0;20115.80199991381
2014-10-12;20375.0;0.0;20124.916440218192
2014-10-13;20478.4;103.40000000000146;20061.241345440132
2014-10-14;20513.6;35.19999999999709;19927.755047430473
2014-10-15;19520.3;-993.2999999999993;19730.657484317944
2014-10-16;19434.9;-85.39999999999782;19478.84442458241
2014-10-17;18890.2;-544.7000000000007;19183.30310116269
2014-10-18;18890.2;0.0;18856.471088863535
2014-10-19;18890.2;0.0;18511.596198909843
2014-10-20;17657.2;-1233.0;18162.129019827164
2014-10-21;17755.9;98.70000000000073;17821.17218904603
2014-10-22;17066.6;-689.3000000000029;17501.00230250612
2014-10-23;16850.8;-215.79999999999927;17212.672355044295
2014-10-24;16977.1;126.29999999999927;16965.695507157183
2014-10-25;16977.1;0.0;16767.805434514972
2014-10-26;16977.1;0.0;16624.784990640837
2014-10-27;16175.6;-801.4999999999982;16540.353611214345
2014-10-28;16422.1;246.49999999999818;16516.10474019857
2014-10-29;17316.0;893.9000000000015;16551.487206758204
2014-10-30;17293.5;-22.5;16643.828315948253
2014-10-31;17330.2;36.70000000000073;16788.400636844766
2014-11-01;17330.2;0.0;16978.538194248253
2014-11-02;17330.2;0.0;17205.810145187857
2014-11-03;16681.1;-649.1000000000022;17460.26036449473
2014-11-04;17199.2;518.1000000000022;17730.719271134745
2014-11-05;17164.6;-34.60000000000218;18005.18966169235
2014-11-06;17639.5;474.90000000000146;18271.301645575124
2014-11-07;18514.0;874.5;18516.82374484191
2014-11-08;18514.0;0.0;18730.208872626794
2014-11-09;18514.0;0.0;18901.14643856774
2014-11-10;18573.1;59.099999999998545;19021.0864334943
2014-11-11;20251.5;1678.4000000000015;19083.69900863093
2014-11-12;19787.4;-464.09999999999854;19085.23441811167
2014-11-13;19654.9;-132.5;19024.753395146625
2014-11-14;19499.4;-155.5;18904.20671688796
2014-11-15;19499.4;0.0;18728.35402332629
2014-11-16;19499.4;0.0;18504.524647414062
2014-11-17;17353.6;-2145.800000000003;18242.23582603072
2014-11-18;17127.8;-225.79999999999927;17952.69472397391
2014-11-19;17072.5;-55.29999999999927;17648.21894991163
2014-11-20;16421.2;-651.2999999999993;17341.61479819805
2014-11-21;16540.8;119.59999999999854;17045.55295438032
2014-11-22;16540.8;0.0;16771.97805902307
2014-11-23;16540.8;0.0;16531.582059475266
2014-11-24;16041.4;-499.39999999999964;16333.36281592623
2014-11-25;15989.5;-51.899999999999636;16184.280303953845
2014-11-26;16136.0;146.5;16089.014306556835
2014-11-27;16462.5;326.5;16049.820836225974
2014-11-28;17050.7;588.2000000000007;16066.480403869333
2014-11-29;17050.7;0.0;16136.329886201114
2014-11-30;17050.7;0.0;16254.370833849847
2014-12-01;17050.7;0.0;16413.449831096565
2014-12-02;16763.4;-287.2999999999993;16604.509849966704
2014-12-03;16599.2;-164.20000000000073;16816.914183725166
2014-12-04;16394.7;-204.5;17038.845337161976
2014-12-05;16722.3;327.59999999999854;17257.779348890945
2014-12-06;16722.3;0.0;17461.03107574977
2014-12-07;16722.3;0.0;17636.35823291926
2014-12-08;16492.9;-229.39999999999782;17772.602314244046
2014-12-09;17437.8;944.8999999999978;17860.334285019144
2014-12-10;17267.3;-170.5;17892.46383619017
2014-12-11;18510.9;1243.6000000000022;17864.76477417314
2014-12-12;18924.7;413.7999999999993;17776.267338792
2014-12-13;18924.7;0.0;17629.471955501394
2014-12-14;18924.7;0.0;17430.348509909127
2014-12-15;16939.4;-1985.2999999999993;17188.10025341478
2014-12-16;16939.4;0.0;16914.690680901258
2014-12-17;16939.4;0.0;16624.15326125089
2014-12-18;16170.9;-768.5000000000018;16331.72539447661
2014-12-19;15828.7;-342.1999999999989;16052.866905452673
2014-12-20;15828.7;0.0;15802.237421872609
2014-12-21;15828.7;0.0;15592.714257023179
2014-12-22;14423.9;-1404.800000000001;15434.53178586541
2014-12-23;14593.8;169.89999999999964;15334.61451248754
2014-12-24;14801.6;207.8000000000011;15296.159764949341
2014-12-25;14769.3;-32.30000000000109;15318.503784577631
2014-12-26;15233.6;464.3000000000011;15397.279173740357
2014-12-27;15233.6;0.0;15524.84495178182
2014-12-28;15233.6;0.0;15690.945699404143
2014-12-29;15065.1;-168.5;15883.536100255847
2014-12-30;18177.7;3112.6000000000004;16089.693748412581
2014-12-31;17452.4;-725.2999999999993;16296.53774063954
2015-01-01;17452.4;0.0;16492.073735496564
2015-01-02;17452.4;0.0;16665.89727899942
2015-01-03;17452.4;0.0;16809.704808123624
2015-01-04;17452.4;0.0;16917.58368043081
2015-01-05;16162.8;-1289.6000000000022;16986.076247391647
2015-01-06;15775.4;-387.39999999999964;17014.035705663027
2015-01-07;15775.4;0.0;17002.31078272313
2015-01-08;16010.7;235.3000000000011;16953.31033100805
2015-01-09;16505.1;494.3999999999978;16870.506443999206
2015-01-10;16505.1;0.0;16757.935424042218
2015-01-11;16505.1;0.0;16619.750287260315
2015-01-12;16856.1;351.0;16459.867628211032
2015-01-13;17258.8;402.7000000000007;16281.737206140931
2015-01-14;17037.8;-221.0;16088.246412371496
2015-01-15;15898.2;-1139.5999999999985;15881.755685656222
2015-01-16;15520.9;-377.3000000000011;15664.246596522617
2015-01-17;15520.9;0.0;15437.55299408952
2015-01-18;15520.9;0.0;15203.63812096789
2015-01-19;15118.6;-402.2999999999993;14964.87730695284
2015-01-20;14278.5;-840.1000000000004;14724.306673348314
2015-01-21;14159.5;-119.0;14485.802786463752
2015-01-22;13820.3;-339.2000000000007;14254.165704568497
2015-01-23;13927.6;107.30000000000109;14035.08752609188
2015-01-24;13927.6;0.0;13834.999463819175
2015-01-25;13927.6;0.0;13660.80174678059
2015-01-26;13482.7;-444.89999999999964;13519.491458416771
2015-01-27;13290.6;-192.10000000000036;13417.713022598613
2015-01-28;12979.6;-311.0;13361.26382822403
2015-01-29;13584.2;604.6000000000004;13354.592941064164
2015-01-30;13883.2;299.0;13400.333619322253
2015-01-31;13883.2;0.0;13498.910193706062
2015-02-01;13883.2;0.0;13648.256707285931
2015-02-02;13699.6;-183.60000000000036;13843.678610701409
2015-02-03;14129.6;430.0;14077.88002909499
2015-02-04;14267.5;137.89999999999964;14341.168106182236
2015-02-05;14488.4;220.89999999999964;14621.833333302695
2015-02-06;14665.1;176.70000000000073;14906.691417666278
2015-02-07;14665.1;0.0;15181.75911516515
2015-02-08;14665.1;0.0;15433.02461903297
2015-02-09;15298.1;633.0;15647.263629092582
2015-02-10;15455.7;157.60000000000036;15812.846097750215
2015-02-11;16977.9;1522.2000000000007;15920.47661340254
2015-02-12;16291.3;-686.6000000000022;15963.8138739239
2015-02-13;16523.5;232.20000000000073;15939.921755068948
2015-02-14;16523.5;0.0;15849.515681350516
2015-02-15;16523.5;0.0;15696.982519753385
2015-02-16;15090.2;-1433.2999999999993;15490.168835563822
2015-02-17;14980.5;-109.70000000000073;15239.94962525482
2015-02-18;14399.5;-581.0;14959.606033287702
2015-02-19;14514.2;114.70000000000073;14664.054605691359
2015-02-20;13875.6;-638.6000000000004;14368.98110993964
2015-02-21;13875.6;0.0;14089.938002462088
2015-02-22;13875.6;0.0;13841.465845685058
2015-02-23;13580.7;-294.89999999999964;13636.295433265868
2015-02-24;13353.3;-227.40000000000146;13484.679585342408
2015-02-25;13207.8;-145.5;13393.892399382154
2015-02-26;13493.0;285.2000000000007;13367.920312312533
2015-02-27;13873.5;380.5;13407.354893596234
2015-02-28;13873.5;0.0;13509.483085882297
2015-03-01;13873.5;0.0;13668.557754370851
2015-03-02;13845.4;-28.100000000000364;13876.220797326429
2015-03-03;14016.2;170.8000000000011;14122.043333499882
2015-03-04;14203.4;187.1999999999989;14394.142943983963
2015-03-05;14301.2;97.80000000000109;14679.836640239411
2015-03-06;15375.0;1073.7999999999993;14966.289929881194
2015-03-07;15375.0;0.0;15241.1266186491
2015-03-08;15375.0;0.0;15492.970228807066
2015-03-09;15375.0;0.0;15711.895447225439
2015-03-10;15767.5;392.5;15889.776124841332
2015-03-11;16058.7;291.2000000000007;16020.524340430478
2015-03-12;16042.4;-16.30000000000109;16100.222294644282
2015-03-13;16733.3;690.8999999999996;16127.154806491926
2015-03-14;16733.3;0.0;16101.754580246827
2015-03-15;16733.3;0.0;16026.4750011005
2015-03-16;15186.3;-1547.0;15905.605990257916
2015-03-17;14804.9;-381.39999999999964;15745.047576888303
2015-03-18;14817.3;12.399999999999636;15552.05367038501
2015-03-19;15149.2;331.90000000000146;15334.955529239662
2015-03-20;14885.9;-263.3000000000011;15102.871202163116
2015-03-21;14885.9;0.0;14865.404365171375
2015-03-22;14885.9;0.0;14632.334037408253
2015-03-23;14885.9;0.0;14413.296026149017
2015-03-24;14885.9;0.0;14217.457809358099
2015-03-25;14885.9;0.0;14053.190834532548
2015-03-26;14144.6;-741.2999999999993;13927.74755388385
2015-03-27;13596.4;-548.2000000000007;13846.954362697761
2015-03-28;13596.4;0.0;13814.935250064666
2015-03-29;13596.4;0.0;13833.883662719067
2015-03-30;13536.5;-59.899999999999636;13903.901159360823
2015-03-31;13749.1;212.60000000000036;14022.920422416933
2015-04-01;13772.0;22.899999999999636;14186.726898989353
2015-04-02;14276.6;504.60000000000036;14389.087881265494
2015-04-03;15025.1;748.5;14621.990639158363
2015-04-04;15025.1;0.0;14875.982976749714
2015-04-05;15025.1;0.0;15140.6011675914
2015-04-06;14816.1;-209.0;15404.86256662679
2015-04-07;15674.0;857.8999999999996;15657.79418083757
2015-04-08;15929.5;255.5;15888.964825224808
2015-04-09;16436.4;506.90000000000146;16088.987658176711
2015-04-10;16569.8;133.39999999999782;16249.962026292213
2015-04-11;16569.8;0.0;16365.828458149594
2015-04-12;16569.8;0.0;16432.617811093998
2015-04-13;17175.7;605.9000000000015;16448.584212095488
2015-04-14;17031.1;-144.60000000000218;16414.22058975202
2015-04-15;15875.4;-1155.699999999999;16332.164264695197
2015-04-16;15698.3;-177.10000000000036;16207.007323059644
2015-04-17;15527.3;-171.0;16045.031615815533
2015-04-18;15527.3;0.0;15853.890777322797
2015-04-19;15527.3;0.0;15642.261566731031
2015-04-20;14445.6;-1081.699999999999;15419.484395587038
2015-04-21;14987.2;541.6000000000004;15195.208720043369
2015-04-22;15420.7;433.5;14979.053874317671
2015-04-23;15508.1;87.39999999999964;14780.290825846958
2015-04-24;14570.5;-937.6000000000004;14607.5461165365
2015-04-25;14570.5;0.0;14468.526611021056
2015-04-26;14570.5;0.0;14369.763005747498
2015-04-27;13720.3;-850.2000000000007;14316.371414976682
2015-04-28;15660.9;1940.6000000000004;14311.835434649513
2015-04-29;14948.2;-712.6999999999989;14357.815270691106
2015-04-30;14503.4;-444.8000000000011;14453.994960195978
2015-05-01;14503.4;0.0;14597.982471176461
2015-05-02;14503.4;0.0;14785.279645286191
2015-05-03;14503.4;0.0;15009.338841574312
2015-05-04;14440.1;-63.29999999999927;15261.720345700252
2015-05-05;14967.0;526.8999999999996;15532.359106290773
2015-05-06;15862.8;895.7999999999993;15809.941528835423
2015-05-07;15862.8;0.0;16082.383644144425
2015-05-08;16719.9;857.1000000000022;16337.391994352509
2015-05-09;16719.9;0.0;16563.079208994695
2015-05-10;16719.9;0.0;16748.598630099383
2015-05-11;16719.9;0.0;16884.75747798251
2015-05-12;17519.4;799.5;16964.56662373087
2015-05-13;17465.2;-54.20000000000073;16983.68736092919
2015-05-14;17477.5;12.299999999999272;16940.741534802662
2015-05-15;16678.4;-799.0999999999985;16837.460469823898
2015-05-16;16678.4;0.0;16678.659473088846
2015-05-17;16678.4;0.0;16472.037182139855
2015-05-18;15966.0;-712.4000000000015;16227.811473774487
2015-05-19;15947.4;-18.600000000000364;15958.214897974294
2015-05-20;15082.8;-864.6000000000004;15676.88166535212
2015-05-21;15048.2;-34.599999999998545;15398.164392670222
2015-05-22;14926.6;-121.60000000000036;15136.421737435265
2015-05-23;14926.6;0.0;14905.317729501372
2015-05-24;14926.6;0.0;14717.170369083464
2015-05-25;14213.2;-713.3999999999996;14582.381506517153
2015-05-26;14495.7;282.5;14508.972918389356
2015-05-27;14521.0;25.299999999999272;14502.245674238302
2015-05-28;14671.1;150.10000000000036;14564.572123667385
2015-05-29;15315.8;644.6999999999989;14695.322757296435
2015-05-30;15315.8;0.0;14890.924229772512
2015-05-31;15315.8;0.0;15145.04016474569
2015-06-01;15388.2;72.40000000000146;15448.862947358217
2015-06-02;15928.8;540.5999999999985;15791.502322079568
2015-06-03;15906.4;-22.399999999999636;16160.45491225096
2015-06-04;16792.4;886.0000000000018;16542.137395216814
2015-06-05;16974.3;181.89999999999782;16922.464695769937
2015-06-06;16974.3;0.0;17287.453024895007
2015-06-07;16974.3;0.0;17623.825891615084
2015-06-08;16861.0;-113.29999999999927;17919.599541838463
